gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,tenure_years,is_new_customer,is_long_term_customer,monthly_charges_group,avg_monthly_charges,charge_increase,is_high_value_customer,total_services,service_adoption_rate,has_internet,has_fiber_optic,premium_services_count,has_premium_services,is_month_to_month,is_long_term_contract,is_automatic_payment,is_electronic_check,paperless_billing,is_senior_citizen,is_male,has_partner,has_dependents,family_size,is_single,charges_per_service,tenure_to_charges_ratio,tenure_x_MonthlyCharges,tenure_x_TotalCharges,is_senior_citizen_x_MonthlyCharges,has_internet_x_total_services,is_month_to_month_x_MonthlyCharges,has_fiber_optic_x_MonthlyCharges,family_size_x_total_services,is_automatic_payment_x_is_long_term_contract
Male,0,No,No,29,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),55.06702210715427,2188.543789786604,No,2-4 years,2.4166666666666665,0,0,Medium,75.46702723402083,0,0,3,0.3333333333333333,0,0,2,1,1,0,1,0,0,0,1,0,0,0,1,18.355674035718092,0.5266309833055661,1596.943641107474,63467.76990381152,0.0,0,55.06702210715427,0.0,0,0
Male,1,No,No,31,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),73.93199071567365,649.0631230298145,No,2-4 years,2.5833333333333335,0,0,High,20.937520097735952,1,0,5,0.5555555555555556,0,0,3,1,1,0,1,0,0,1,1,0,0,0,1,14.786398143134729,0.41930427816044147,2291.891712185883,20120.95681392425,73.93199071567365,0,73.93199071567365,0.0,0,0
Female,0,No,No,15,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,28.247134643162696,3875.105441129623,No,1-2 years,1.25,0,0,Low,258.3403627419749,0,0,4,0.4444444444444444,1,0,2,1,0,1,0,1,1,0,0,0,0,0,1,7.061783660790674,0.531027312663403,423.70701964744046,58126.58161694435,0.0,4,0.0,0.0,0,0
Female,0,No,No,55,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),33.73068758766821,2410.2289391507607,No,4-6 years,4.583333333333333,0,0,Low,43.82234434819565,0,0,3,0.3333333333333333,1,0,2,1,1,0,1,0,1,0,0,0,0,0,1,11.243562529222736,1.6305626695883828,1855.1878173217515,132562.59165329183,0.0,3,33.73068758766821,0.0,0,0
Male,0,No,No,33,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,Yes,One year,Yes,Electronic check,80.0881997756471,591.0059796606895,No,2-4 years,2.75,0,0,High,17.909272110929983,1,1,3,0.3333333333333333,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,26.696066591882367,0.41204572074842055,2642.910592596354,19503.197328802755,0.0,3,0.0,0.0,0,0
Female,0,No,Yes,52,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),107.8022721389843,3892.805583237363,No,4-6 years,4.333333333333333,0,0,Very High,74.86164583148775,1,1,2,0.2222222222222222,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,53.90113606949215,0.48236460111860063,5605.718151227184,202425.89032834288,0.0,2,107.8022721389843,0.0,2,0
Female,0,No,No,20,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,85.94956866026416,954.4600861496338,No,1-2 years,1.6666666666666667,0,0,High,47.72300430748169,1,1,2,0.2222222222222222,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,42.97478433013208,0.2326945941876066,1718.9913732052833,19089.201722992675,0.0,2,85.94956866026416,0.0,0,0
Male,1,Yes,No,38,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,One year,No,Bank transfer (automatic),34.085536075221604,1951.1744405706484,No,2-4 years,3.1666666666666665,0,0,Low,51.34669580449074,0,0,2,0.2222222222222222,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,17.042768037610802,1.1148423752567589,1295.2503708584209,74144.62874168463,34.085536075221604,2,0.0,34.085536075221604,2,1
Female,0,Yes,Yes,3,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,45.31586399421869,1659.9111915158032,Yes,0-1 year,0.25,1,0,Medium,553.3037305052677,0,0,4,0.4444444444444444,1,0,1,1,1,0,0,1,0,0,0,1,1,2,0,11.328965998554672,0.06620198172504742,135.94759198265606,4979.73357454741,0.0,4,45.31586399421869,0.0,8,0
Male,0,Yes,No,54,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.47743473609833,3440.551088354499,No,4-6 years,4.5,0,0,Medium,63.71390904360183,0,0,5,0.5555555555555556,0,0,3,1,1,0,1,0,0,0,1,1,0,1,0,11.095486947219666,0.9733687265259043,2995.7814757493097,185789.75877114295,0.0,0,55.47743473609833,0.0,5,0
Male,0,No,Yes,66,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,No,One year,Yes,Mailed check,33.71613416215149,2020.406642335312,No,4-6 years,5.5,0,1,Low,30.612221853565334,1,0,3,0.3333333333333333,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,11.23871138738383,1.9575197940127194,2225.2648547019985,133346.83839413058,0.0,3,0.0,0.0,3,0
Male,0,No,No,18,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,20.0,4873.252958372562,No,1-2 years,1.5,0,0,Low,270.73627546514234,0,0,4,0.4444444444444444,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,5.0,0.9,360.0,87718.55325070611,0.0,4,0.0,20.0,0,0
Male,0,Yes,No,7,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,75.8921633440181,3327.2895217982923,No,0-1 year,0.5833333333333334,0,0,High,475.32707454261316,0,0,4,0.4444444444444444,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,18.973040836004525,0.09223613732381167,531.2451434081268,23291.026652588047,0.0,4,75.8921633440181,0.0,4,0
Male,0,Yes,No,35,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),33.50066321351444,524.1781056020814,No,2-4 years,2.9166666666666665,0,0,Low,14.97651730291661,1,0,1,0.1111111111111111,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,33.50066321351444,1.044755435942555,1172.5232124730055,18346.233696072846,0.0,1,0.0,33.50066321351444,1,1
Male,1,No,No,60,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),56.32604197613363,5769.23441996571,No,4-6 years,5.0,0,0,Medium,96.1539069994285,0,0,3,0.3333333333333333,1,1,2,1,1,0,1,0,0,1,1,0,0,0,1,18.775347325377876,1.0652266322107826,3379.562518568018,346154.0651979426,56.32604197613363,3,56.32604197613363,56.32604197613363,0,0
Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,39.97010445033813,1644.4651455880726,Yes,1-2 years,2.0,0,0,Medium,68.51938106616969,0,0,5,0.5555555555555556,1,1,2,1,0,1,0,1,0,0,1,0,0,0,1,7.994020890067626,0.6004487686495643,959.282506808115,39467.163494113745,0.0,5,0.0,39.97010445033813,0,0
Female,1,No,Yes,39,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,81.73824281941926,1387.0587855979118,Yes,2-4 years,3.25,0,0,High,35.565609887125945,1,1,3,0.3333333333333333,1,0,2,1,1,0,0,0,1,1,0,0,1,1,0,27.24608093980642,0.4771328408192112,3187.791469957351,54095.29263831856,81.73824281941926,3,81.73824281941926,0.0,3,0
Male,0,No,No,12,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,58.40112975318164,2350.809068421141,No,0-1 year,1.0,0,0,Medium,195.90075570176177,0,0,4,0.4444444444444444,1,0,2,1,1,0,0,1,1,0,1,0,0,0,1,14.60028243829541,0.2054754771134586,700.8135570381797,28209.708821053693,0.0,4,58.40112975318164,0.0,0,0
Male,0,No,No,53,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),50.67350090378095,979.9836664877878,No,4-6 years,4.416666666666667,0,0,Medium,18.490257858260147,1,0,3,0.3333333333333333,1,1,2,1,0,1,1,0,0,0,1,0,0,0,1,16.89116696792698,1.0459115524825613,2685.69554790039,51939.134323852755,0.0,3,0.0,50.67350090378095,0,1
Female,0,No,No,64,Yes,Yes,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,100.31807242468535,4660.515656065141,No,4-6 years,5.333333333333333,0,1,Very High,72.82055712601783,1,1,3,0.3333333333333333,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,33.43935747489512,0.6379707908368011,6420.356635179863,298273.00198816904,0.0,3,100.31807242468535,0.0,0,0
Female,0,No,No,4,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),63.00309395273339,3245.328852688452,No,0-1 year,0.3333333333333333,1,0,Medium,811.332213172113,0,0,2,0.2222222222222222,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,31.501546976366694,0.06348894552703883,252.01237581093355,12981.315410753808,0.0,2,0.0,0.0,0,1
Female,1,No,Yes,5,Yes,No,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,54.29088646471334,3349.5274403201565,Yes,0-1 year,0.4166666666666667,1,0,Medium,669.9054880640313,0,0,2,0.2222222222222222,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,27.14544323235667,0.09209648848245972,271.4544323235667,16747.63720160078,54.29088646471334,2,54.29088646471334,0.0,2,0
Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,64.70792611445353,2315.016813360593,No,1-2 years,1.3333333333333333,0,0,Medium,144.68855083503706,0,0,3,0.3333333333333333,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,21.569308704817843,0.24726491731012454,1035.3268178312564,37040.26901376949,0.0,3,0.0,64.70792611445353,3,0
Female,0,No,Yes,27,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Two year,No,Mailed check,84.77028303201429,2409.8267083178944,No,2-4 years,2.25,0,0,High,89.25284104881091,0,1,3,0.3333333333333333,1,1,2,1,0,1,0,0,0,0,0,0,1,1,0,28.25676101067143,0.3185078430114855,2288.7976418643857,65065.32112458315,0.0,3,0.0,84.77028303201429,3,0
Male,0,No,Yes,4,Yes,No phone service,DSL,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),79.74238352190622,3831.2177583426246,No,0-1 year,0.3333333333333333,1,0,High,957.8044395856562,0,1,2,0.2222222222222222,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,39.87119176095311,0.05016153046016176,318.9695340876249,15324.871033370498,0.0,2,79.74238352190622,0.0,2,0
Male,0,No,No,72,Yes,No,DSL,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Electronic check,71.02425808693764,422.2697601592124,Yes,4-6 years,6.0,0,1,High,5.8648577799890615,1,0,4,0.4444444444444444,1,0,2,1,0,1,0,1,1,0,1,0,0,0,1,17.75606452173441,1.0137381500256997,5113.7465822595095,30403.422731463295,0.0,4,0.0,0.0,0,0
Male,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,54.19089772590712,2395.092886213732,No,2-4 years,4.0,0,0,Medium,49.89776846278608,1,0,4,0.4444444444444444,1,0,2,1,1,0,0,0,1,0,1,1,1,2,0,13.54772443147678,0.8857576090135996,2601.163090843542,114964.45853825915,0.0,4,54.19089772590712,0.0,8,0
Male,0,Yes,Yes,8,Yes,No,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,42.52057579551469,2466.104970371354,Yes,0-1 year,0.6666666666666666,0,0,Medium,308.26312129641923,0,0,3,0.3333333333333333,1,0,2,1,1,0,0,0,0,0,1,1,1,2,0,14.173525265171563,0.1881442066653266,340.1646063641175,19728.83976297083,0.0,3,42.52057579551469,0.0,6,0
Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,97.11224275480316,2104.982148369656,Yes,2-4 years,3.8333333333333335,0,0,Very High,45.76048148629687,1,1,3,0.3333333333333333,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,32.370747584934385,0.4736786907099295,4467.163166720946,96829.17882500417,0.0,3,0.0,97.11224275480316,0,0
Female,0,Yes,Yes,44,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),78.07982336433676,5554.00468302106,No,2-4 years,3.6666666666666665,0,0,High,126.22737915956955,0,0,3,0.3333333333333333,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,26.026607788112255,0.5635258649944277,3435.5122280308174,244376.20605292666,0.0,0,78.07982336433676,0.0,6,0
Male,0,Yes,Yes,67,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),83.40827154563604,1629.562398889034,No,4-6 years,5.583333333333333,0,1,High,24.321826849090062,1,1,3,0.3333333333333333,1,0,1,1,1,0,1,0,1,0,1,1,1,2,0,27.80275718187868,0.8032776457109723,5588.354193557615,109180.68072556528,0.0,3,83.40827154563604,0.0,6,0
Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,No,Electronic check,95.21654972752384,1140.509284403634,No,4-6 years,4.333333333333333,0,0,Very High,21.932870853916036,1,1,4,0.4444444444444444,1,1,1,1,0,1,0,1,0,0,1,1,1,2,0,23.80413743188096,0.5461235483621876,4951.26058583124,59306.482788988964,0.0,4,0.0,95.21654972752384,8,0
Male,0,No,Yes,34,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.96293341590155,4067.86596588474,Yes,2-4 years,2.8333333333333335,0,0,High,119.64311664366882,0,0,5,0.5555555555555556,1,1,2,1,1,0,1,0,1,0,1,0,1,1,0,14.59258668318031,0.4659900364229331,2480.7397361406524,138307.44284008117,0.0,5,72.96293341590155,72.96293341590155,5,0
Female,1,No,No,62,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,One year,Yes,Electronic check,105.44726921974356,4789.65966451557,Yes,4-6 years,5.166666666666667,0,1,Very High,77.25257523412209,1,1,2,0.2222222222222222,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,52.72363460987178,0.5879716038050926,6537.7306916241005,296958.8991999653,105.44726921974356,2,0.0,105.44726921974356,0,0
Male,0,No,No,21,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),41.20598955261988,2799.454778275226,No,1-2 years,1.75,0,0,Medium,133.30737039405838,0,0,3,0.3333333333333333,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,13.735329850873294,0.5096346484576735,865.3257806050176,58788.550343779745,0.0,3,0.0,0.0,0,1
Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,No,Mailed check,63.80600599231894,2530.526886108448,Yes,1-2 years,2.0,0,0,Medium,105.43862025451865,0,0,4,0.4444444444444444,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,15.951501498079734,0.37614013958010717,1531.3441438156544,60732.64526660275,0.0,4,0.0,63.80600599231894,0,0
Female,0,No,No,44,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),53.77619366569304,4974.682563367526,No,2-4 years,3.6666666666666665,0,0,Medium,113.06096734926196,0,0,6,0.6666666666666666,1,0,4,1,0,1,1,0,1,0,0,0,0,0,1,8.962698944282174,0.8182059197705946,2366.152521290494,218886.03278817114,0.0,6,0.0,0.0,0,1
Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,80.55569679966679,3288.0467156966743,No,2-4 years,3.4166666666666665,0,0,High,80.19626135845547,1,1,2,0.2222222222222222,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,40.277848399833395,0.5089646248354417,3302.7835687863385,134809.91534356365,0.0,2,80.55569679966679,80.55569679966679,2,0
Male,0,No,Yes,29,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.0,1014.8197462157942,No,2-4 years,2.4166666666666665,0,0,Low,34.99378435226877,0,0,2,0.2222222222222222,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,10.0,1.45,580.0,29429.772640258034,0.0,2,20.0,0.0,2,0
Female,0,Yes,Yes,6,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),36.26538317877522,1834.463522412339,Yes,0-1 year,0.5,1,0,Medium,305.7439204020565,0,0,4,0.4444444444444444,1,1,1,1,1,0,1,0,1,0,0,1,1,2,0,9.066345794693804,0.1654470316892054,217.59229907265131,11006.781134474033,0.0,4,36.26538317877522,36.26538317877522,8,0
Female,0,No,No,56,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,37.961985859636144,2680.2559715690904,Yes,4-6 years,4.666666666666667,0,0,Medium,47.86171377801947,0,0,3,0.3333333333333333,1,1,2,1,1,0,0,0,1,0,0,0,0,0,1,12.653995286545381,1.4751599193745852,2125.8712081396243,150094.33440786906,0.0,3,37.961985859636144,37.961985859636144,0,0
Male,0,No,No,14,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,38.108969927600725,38.108969927600725,Yes,1-2 years,1.1666666666666667,0,0,Medium,2.7220692805429088,1,0,5,0.5555555555555556,1,0,2,1,1,0,0,1,1,0,1,0,0,0,1,7.621793985520145,0.36736757846242357,533.5255789864102,533.5255789864102,0.0,5,38.108969927600725,0.0,0,0
Female,1,No,No,50,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),52.55937125416352,6281.828930840278,No,4-6 years,4.166666666666667,0,0,Medium,125.63657861680556,0,0,1,0.1111111111111111,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,52.55937125416352,0.9513051394434103,2627.9685627081763,314091.4465420139,52.55937125416352,1,52.55937125416352,0.0,0,0
Male,0,No,No,52,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),74.03499475278994,1524.483396321942,No,4-6 years,4.333333333333333,0,0,High,29.31698839080658,1,0,4,0.4444444444444444,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,18.508748688197485,0.7023705502192992,3849.819727145077,79273.13660874098,0.0,4,0.0,74.03499475278994,0,1
Female,0,No,Yes,1,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),52.21130887873326,1053.6182844735172,Yes,0-1 year,0.08333333333333333,1,0,Medium,1053.6182844735172,0,0,4,0.4444444444444444,0,0,2,1,0,1,1,0,1,0,0,0,1,1,0,13.052827219683316,0.019152938730622793,52.21130887873326,1053.6182844735172,0.0,0,0.0,0.0,4,1
Male,0,No,No,12,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),55.26499377901999,2275.388333268197,Yes,0-1 year,1.0,0,0,Medium,189.61569443901644,0,0,3,0.3333333333333333,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,18.421664593006664,0.21713564373105038,663.1799253482399,27304.659999218366,0.0,3,0.0,55.26499377901999,0,1
Male,0,No,No,24,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,70.36887425890906,70.36887425890906,No,1-2 years,2.0,0,0,High,2.9320364274545443,1,0,4,0.4444444444444444,1,0,2,1,0,1,0,1,1,0,1,0,0,0,1,17.592218564727265,0.34105988269325593,1688.8529822138175,1688.8529822138175,0.0,4,0.0,0.0,0,0
Male,1,No,No,37,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,109.45101043319796,2734.0341241481005,No,2-4 years,3.0833333333333335,0,0,Very High,73.89281416616488,1,1,3,0.3333333333333333,1,0,2,1,1,0,0,1,1,1,1,0,0,0,1,36.48367014439932,0.3380507850366761,4049.687386028325,101159.26259347973,109.45101043319796,3,109.45101043319796,0.0,0,0
Female,0,Yes,No,70,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.06163212637975,4753.896430344204,Yes,4-6 years,5.833333333333333,0,1,Medium,67.91280614777435,0,0,2,0.2222222222222222,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,32.030816063189874,1.0926977299283467,4484.314248846583,332772.7501240943,0.0,0,64.06163212637975,0.0,2,0
Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),58.47433943845877,3628.478988957964,Yes,0-1 year,0.25,1,0,Medium,1209.4929963193213,0,0,3,0.3333333333333333,1,1,2,1,1,0,1,0,1,0,1,1,0,1,0,19.491446479486257,0.05130455561891974,175.4230183153763,10885.436966873891,0.0,3,58.47433943845877,58.47433943845877,3,0
Female,0,No,No,27,No,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,75.99521284452936,2487.9889874080627,Yes,2-4 years,2.25,0,0,High,92.1477402743727,0,0,2,0.2222222222222222,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,37.99760642226468,0.3552855369355497,2051.8707468022926,67175.70266001769,0.0,2,0.0,0.0,0,0
Male,0,No,No,53,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),82.30579481893197,177.57224776702992,No,4-6 years,4.416666666666667,0,0,High,3.350419769189244,1,1,4,0.4444444444444444,1,1,2,1,1,0,1,0,1,0,1,0,0,0,1,20.576448704732993,0.6439400787829941,4362.2071254033945,9411.329131652587,0.0,4,82.30579481893197,82.30579481893197,0,0
Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.69825129192507,271.50073796972515,No,1-2 years,1.4166666666666667,0,0,Medium,15.97063164527795,1,0,6,0.6666666666666666,1,0,3,1,0,1,1,0,0,0,1,1,0,1,0,8.449708548654177,0.33531728544466904,861.8702719627262,4615.512545485328,0.0,6,0.0,0.0,6,1
Female,0,No,No,15,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.30103952289865,1144.128272851183,Yes,1-2 years,1.25,0,0,Medium,76.27521819007887,0,0,4,0.4444444444444444,1,1,3,1,1,0,0,0,1,0,0,0,0,0,1,9.575259880724662,0.3916342790391395,574.5155928434797,17161.924092767746,0.0,4,38.30103952289865,38.30103952289865,0,0
Male,0,No,Yes,39,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,56.92437921595022,2336.002816647004,Yes,2-4 years,3.25,0,0,Medium,59.89750811915394,0,0,4,0.4444444444444444,1,1,2,1,1,0,0,0,0,0,1,0,1,1,0,14.231094803987554,0.6851194608912343,2220.0507894220586,91104.10984923315,0.0,4,56.92437921595022,56.92437921595022,4,0
Male,0,Yes,No,4,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,103.56862113623656,2542.1823064078226,No,0-1 year,0.3333333333333333,1,0,Very High,635.5455766019556,0,1,6,0.6666666666666666,1,1,3,1,0,1,0,0,0,0,1,1,0,1,0,17.261436856039428,0.03862173654642276,414.27448454494623,10168.72922563129,0.0,6,0.0,103.56862113623656,6,0
Female,0,No,No,17,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,44.59683303030347,891.4551935080426,No,1-2 years,1.4166666666666667,0,0,Medium,52.43854079459074,0,0,4,0.4444444444444444,1,0,2,1,0,1,0,1,1,0,0,0,0,0,1,11.149208257575868,0.38119298714436806,758.1461615151591,15154.738289636723,0.0,4,0.0,0.0,0,0
Male,0,No,Yes,11,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,79.15578187301476,267.8390663962366,Yes,0-1 year,0.9166666666666666,0,0,High,24.34900603602151,1,1,4,0.4444444444444444,1,0,3,1,1,0,0,1,0,0,1,0,1,1,0,19.78894546825369,0.13896647521777614,870.7136006031624,2946.229730358603,0.0,4,79.15578187301476,0.0,4,0
Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,89.93786137847582,89.93786137847582,Yes,0-1 year,1.0,0,0,High,7.494821781539652,1,1,6,0.6666666666666666,1,1,3,1,1,0,0,1,1,0,1,0,0,0,1,14.989643563079303,0.13342545415330362,1079.2543365417098,1079.2543365417098,0.0,6,89.93786137847582,89.93786137847582,0,0
Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,One year,Yes,Electronic check,82.87217196513913,134.39419681064896,Yes,2-4 years,2.6666666666666665,0,0,High,4.19981865033278,1,1,2,0.2222222222222222,1,1,1,1,0,1,0,1,1,0,1,1,1,2,0,41.436085982569566,0.38613685681438475,2651.909502884452,4300.614297940767,0.0,2,0.0,82.87217196513913,4,0
Male,0,Yes,No,27,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),63.4963550647073,4212.866610104307,No,2-4 years,2.25,0,0,Medium,156.0320966705299,0,0,3,0.3333333333333333,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,21.165451688235766,0.42522125833026286,1714.401586747097,113747.39847281629,0.0,3,63.4963550647073,0.0,3,0
Female,0,No,No,44,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),32.0435662080387,3137.518453643869,No,2-4 years,3.6666666666666665,0,0,Low,71.3072375828152,0,0,4,0.4444444444444444,1,0,3,1,1,0,1,0,1,0,0,0,0,0,1,8.010891552009674,1.3731305596367054,1409.9169131537028,138050.81196033023,0.0,4,32.0435662080387,0.0,0,0
Female,0,Yes,No,43,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),63.2415806693814,3989.439297027688,No,2-4 years,3.5833333333333335,0,0,Medium,92.77765807041135,0,0,5,0.5555555555555556,1,0,3,1,0,1,1,0,0,0,0,1,0,1,0,12.64831613387628,0.6799324043590609,2719.3879687834,171545.8897721906,0.0,5,0.0,0.0,5,1
Male,0,Yes,Yes,49,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,30.923532958989604,929.9362156766896,No,4-6 years,4.083333333333333,0,0,Low,18.978290115850807,1,0,3,0.3333333333333333,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,10.307844319663202,1.5845537463323862,1515.2531149904905,45566.87456815779,0.0,3,0.0,30.923532958989604,6,0
