customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV
CUST_2047,Female,0,Yes,No,50,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,18.25,18.8,Yes,912.5
CUST_2048,Male,0,Yes,No,10,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No internet service,One year,Yes,Mailed check,71.08989345617904,5413.423797278563,No,710.8989345617904
CUST_2049,Male,0,No,Yes,55,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),62.548628134325135,1526.4905998882668,Yes,3440.1745473878823
CUST_2050,Male,0,No,Yes,19,Yes,No,No,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),39.38998806148838,5475.060058448958,No,748.4097731682792
CUST_2051,Female,0,No,No,23,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,57.12111644225023,2430.428898487186,Yes,1313.7856781717553
CUST_2052,Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,118.3223106728833,2592.7049016085307,No,7572.6278830645315
CUST_2053,Female,1,No,No,33,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,107.45301550762828,6310.137383352652,No,3545.949511751733
CUST_2054,Female,0,No,No,66,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,4926.707261260599,No,7837.5
CUST_2055,Male,0,No,No,9,Yes,Yes,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.87106571459952,18.8,Yes,718.8395914313958
CUST_2056,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),57.79223103977661,5818.696642311064,No,1675.9747001535218
CUST_2057,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),91.9524939399343,18.8,No,1655.1448909188175
CUST_2058,Male,0,No,No,71,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),93.58116603627316,3118.785792580584,No,6644.262788575395
CUST_2059,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,No,Mailed check,23.20841118613524,4634.049826957119,No,673.043924397922
CUST_2060,Male,0,Yes,Yes,61,Yes,No,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,65.72357403137923,2792.6931198617926,No,4009.138015914133
CUST_2061,Male,0,Yes,No,5,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),20.979381505447257,18.8,No,104.8969075272363
CUST_2062,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,53.6543928501308,3972.905381974357,No,3702.153106659025
CUST_2063,Male,0,Yes,No,56,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No,One year,No,Electronic check,91.39121255345452,2124.1231159783097,No,5117.907902993453
CUST_2064,Female,0,No,Yes,52,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),29.282194276757195,5768.566715165291,No,1522.6741023913742
CUST_2065,Male,1,Yes,No,15,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.75,3558.6260365899934,No,1781.25
CUST_2066,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,62.8176376307983,3558.5174330547,No,1256.352752615966
CUST_2067,Female,0,Yes,Yes,16,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,Month-to-month,No,Mailed check,69.50752067146574,3641.261975922227,No,1112.1203307434519
CUST_2068,Male,1,No,No,25,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.03455182945171,4424.225836550422,No,1925.8637957362928
CUST_2069,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,No,Mailed check,93.37911166588894,2137.3302219838797,No,5322.60936495567
CUST_2070,Male,0,Yes,Yes,21,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.26192708293178,4551.7735414710405,Yes,1811.5004687415674
CUST_2071,Male,1,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),88.40218795906678,7596.066872519095,No,442.0109397953339
CUST_2072,Male,0,Yes,Yes,9,Yes,Yes,No,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,42.586297645411896,5613.429513035408,No,383.27667880870706
CUST_2073,Female,1,No,Yes,11,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,56.50837996982113,3537.270290364756,Yes,621.5921796680324
CUST_2074,Female,1,Yes,Yes,65,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,81.77595959024902,2373.98110389928,No,5315.437373366186
CUST_2075,Male,0,No,No,63,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No,One year,No,Electronic check,58.03780579609992,1755.8507209093932,Yes,3656.381765154295
CUST_2076,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.40213425053166,1458.4417645417802,No,2090.455490513823
CUST_2077,Female,0,No,No,19,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),59.29013278361694,4504.25817227748,Yes,1126.5125228887218
CUST_2078,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Electronic check,68.38362308577756,1746.018928755665,No,1094.137969372441
CUST_2079,Male,0,Yes,Yes,56,Yes,No,No,No internet service,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,48.756801290278986,1856.991491292888,No,2730.380872255623
CUST_2080,Female,0,Yes,No,68,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,98.0189840913719,18.8,No,6665.29091821329
CUST_2081,Male,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,One year,Yes,Mailed check,65.93269763669419,4603.786212153129,No,1977.9809291008255
CUST_2082,Female,0,No,No,7,Yes,No,DSL,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,94.51959626591476,3822.139851369976,No,661.6371738614033
CUST_2083,Male,0,Yes,No,12,No,No,No,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),65.97610740082352,3511.1979437972027,No,791.7132888098822
CUST_2084,Female,0,Yes,No,24,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,91.78253975140606,3316.307978972921,No,2202.7809540337457
CUST_2085,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.55210297910881,4940.354289181645,Yes,1442.1462655403939
CUST_2086,Male,0,No,No,47,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,97.70792114253362,18.8,Yes,4592.27229369908
CUST_2087,Female,1,Yes,No,30,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,110.93921839658216,18.8,No,3328.176551897465
CUST_2088,Male,1,Yes,No,60,Yes,No,No,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),53.140857141910864,2082.3427759184,No,3188.451428514652
CUST_2089,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),104.32686645525736,2308.56488222339,No,4068.747791755037
CUST_2090,Male,1,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,One year,No,Mailed check,41.57950302083566,3875.777322857382,No,831.5900604167132
CUST_2091,Female,0,No,No,26,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),24.93478332227768,1611.1322813256002,No,648.3043663792197
CUST_2092,Female,0,No,Yes,49,No,Yes,No,No,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,57.63530960545836,59.12274141432863,No,2824.1301706674594
CUST_2093,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),77.60680584735266,3254.0038336373964,Yes,5354.869603467334
CUST_2094,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.25,3471.520016152178,No,766.5
CUST_2095,Male,1,Yes,No,6,Yes,No phone service,DSL,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,58.70504290674064,4012.9798968118594,No,352.23025744044384
CUST_2096,Male,0,Yes,No,53,No,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,106.72233112493352,1629.6099288908908,No,5656.283549621477
CUST_2097,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),88.25485787713704,2873.767495376268,Yes,3000.6651678226594
CUST_2098,Female,0,No,No,69,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,31.887396883754576,18.8,Yes,2200.2303849790655
CUST_2099,Female,0,Yes,Yes,10,Yes,No phone service,No,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),84.18831813792745,2470.0845326836243,Yes,841.8831813792746
CUST_2100,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,82.3975053556109,6371.915500502608,No,2307.1301499571055
CUST_2101,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,118.75,3638.402061126106,No,356.25
CUST_2102,Male,0,Yes,No,48,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,76.13906865637992,330.4776827459764,No,3654.675295506236
CUST_2103,Male,0,No,No,66,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),36.90472762785407,95.27561748569268,No,2435.7120234383688
CUST_2104,Female,0,Yes,No,35,Yes,No,No,No,No,No internet service,No,No internet service,No,Two year,No,Electronic check,52.57100276261488,3899.844519618787,No,1839.9850966915208
CUST_2105,Female,0,Yes,No,52,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,86.1565027924061,4857.442608295702,Yes,4480.138145205117
CUST_2106,Female,0,Yes,No,62,Yes,No,DSL,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.083813495138976,18.8,No,1803.1964366986165
CUST_2107,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,72.4669026029171,18.8,No,3768.278935351689
CUST_2108,Male,0,No,No,47,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),69.77524485647447,361.1953811829685,No,3279.4365082543004
CUST_2109,Male,0,Yes,No,54,Yes,No,No,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),18.25,5159.258313756358,No,985.5
CUST_2110,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,28.530354784280757,4672.674677555433,Yes,798.8499339598612
CUST_2111,Female,0,No,No,23,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,51.41372095829935,570.4870995571387,Yes,1182.515582040885
CUST_2112,Male,1,No,No,35,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),118.75,5370.80502244888,Yes,4156.25
CUST_2113,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,One year,No,Electronic check,88.14797185734267,1404.1444010321777,No,2820.7350994349654
CUST_2114,Male,0,No,No,2,Yes,No,No,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),84.35282733337205,5436.602516023652,No,168.7056546667441
CUST_2115,Male,1,Yes,No,16,Yes,Yes,No,No internet service,No,No,No,Yes,Yes,Two year,No,Mailed check,23.462881733850303,4402.728304134993,No,375.40610774160484
CUST_2116,Female,0,Yes,No,16,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,75.65555812206132,6654.760925287476,Yes,1210.4889299529812
CUST_2117,Male,0,Yes,No,51,Yes,No,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.988433010050855,18.8,Yes,2753.4100835125937
CUST_2118,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,82.05718024735502,3650.1620625007663,No,5497.8310765727865
CUST_2119,Male,0,No,No,54,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,66.21044959245292,18.8,No,3575.3642779924576
CUST_2120,Female,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.616680055701,18.8,No,2252.33360111402
CUST_2121,Female,1,Yes,Yes,33,Yes,No,No,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,28.40023013456221,2665.512281781267,No,937.207594440553
CUST_2122,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),70.84507787072177,801.3822957992254,No,566.7606229657741
CUST_2123,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),101.0379997612196,18.8,Yes,2424.9119942692705
CUST_2124,Male,1,No,No,53,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.4140107915504,3800.892165916138,Yes,3837.942571952171
CUST_2125,Female,1,Yes,Yes,64,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,18.25,815.1367781619947,No,1168.0
CUST_2126,Female,0,No,Yes,58,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,44.7231765164056,1032.4092007974518,No,2593.944237951525
CUST_2127,Male,0,Yes,No,37,No,No phone service,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.45916319549335,804.5817396009757,No,2162.989038233254
CUST_2128,Male,0,No,Yes,12,Yes,No phone service,No,No,Yes,No,No,Yes,No,One year,No,Mailed check,18.25,1735.771879360976,No,219.0
CUST_2129,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,53.34734162683236,3330.63793036925,Yes,213.38936650732944
CUST_2130,Female,0,No,No,31,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No internet service,One year,Yes,Electronic check,18.25,6941.871046401659,No,565.75
CUST_2131,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),25.86315715320841,268.51064749498846,No,982.7999718219195
CUST_2132,Male,0,Yes,Yes,37,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Two year,No,Credit card (automatic),64.43151322295648,2884.7225767126884,No,2383.96598924939
CUST_2133,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),78.14974389247043,5875.390275414942,No,1094.096414494586
CUST_2134,Male,0,Yes,No,24,Yes,No,No,Yes,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),86.33641616256863,1639.4036137836847,No,2072.073987901647
CUST_2135,Male,0,Yes,Yes,10,No,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.35295479972466,4526.856810489737,Yes,733.5295479972466
CUST_2136,Male,0,No,No,38,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),72.27244140489081,2523.2633002868984,Yes,2746.352773385851
CUST_2137,Female,0,Yes,No,43,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,95.64939362054136,1961.0298903358853,No,4112.923925683279
CUST_2138,Female,0,No,Yes,37,No,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,65.52506313510932,1450.386708715238,No,2424.4273359990448
CUST_2139,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,79.427256934997,826.2838784232481,No,3335.9447912698743
CUST_2140,Female,0,Yes,Yes,32,No,Yes,No,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,67.79708764820512,1761.097395615643,No,2169.506804742564
CUST_2141,Female,0,No,No,14,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,108.2549333747754,5237.070389756999,No,1515.5690672468556
CUST_2142,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,53.74094464473507,2051.6838224426238,No,214.9637785789403
CUST_2143,Female,0,Yes,No,24,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.56789950526986,18.8,No,925.6295881264766
CUST_2144,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Two year,No,Mailed check,54.224603035768624,2922.3884985165228,No,542.2460303576862
CUST_2145,Male,0,No,No,16,Yes,Yes,No,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,77.31407397930157,136.44688018860143,Yes,1237.025183668825
CUST_2146,Female,0,Yes,Yes,39,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,87.69267201062065,5506.46540252892,No,3420.0142084142053
CUST_2147,Male,0,Yes,No,18,Yes,No,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,82.23498918052098,433.6520721657564,Yes,1480.2298052493777
CUST_2148,Male,0,No,No,25,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Two year,No,Mailed check,67.96374240295411,626.4600650347381,No,1699.0935600738528
CUST_2149,Female,0,Yes,No,7,Yes,No phone service,No,No internet service,No internet service,No,No,Yes,No,One year,Yes,Bank transfer (automatic),67.51837318304138,1594.467283393748,No,472.62861228128963
CUST_2150,Male,1,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),48.41786015719369,2744.5735237426643,No,2711.4001688028466
CUST_2151,Male,0,No,No,47,No,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,45.51520476589575,521.0961601848844,Yes,2139.2146239971003
CUST_2152,Male,0,No,No,3,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,62.88012984921641,4779.3300105423405,No,188.64038954764922
CUST_2153,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,56.33416958506744,4313.368934201004,No,56.33416958506744
CUST_2154,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,43.36459687140903,1821.376848190377,Yes,1431.031696756498
CUST_2155,Female,1,Yes,No,71,Yes,No phone service,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),114.6786117675572,3058.0969890182123,No,8142.181435496561
CUST_2156,Female,0,No,Yes,59,No,Yes,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),48.459935590807824,3214.1245697571103,No,2859.1361998576617
CUST_2157,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),70.60191228273786,104.32137764494792,No,5083.337684357126
CUST_2158,Male,0,Yes,No,32,No,No phone service,No,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),111.67401995078802,6409.390795925563,No,3573.5686384252167
CUST_2159,Female,0,Yes,Yes,17,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,52.94381048119082,2022.0791829734085,No,900.044778180244
CUST_2160,Male,0,Yes,No,17,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,35.848723763505376,5626.30336914518,No,609.4283039795914
CUST_2161,Male,0,Yes,Yes,21,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,55.247924528737066,4261.683449221195,Yes,1160.2064151034783
CUST_2162,Male,0,No,Yes,55,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,60.57014014662798,3761.761546423977,Yes,3331.3577080645387
CUST_2163,Male,0,Yes,No,6,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),89.21393839138581,2384.7960960134915,No,535.2836303483149
CUST_2164,Female,1,Yes,No,49,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,47.74680135787902,4999.107530596159,No,2339.593266536072
CUST_2165,Female,1,Yes,No,26,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,34.49257212006691,4584.686307990136,Yes,896.8068751217397
CUST_2166,Male,0,Yes,No,32,Yes,No,DSL,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,56.34752769296624,2876.3117270963703,No,1803.1208861749196
CUST_2167,Female,0,Yes,Yes,72,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.1015820234256,4359.9341130653775,No,6631.313905686644
CUST_2168,Male,0,No,No,44,Yes,No,No,No internet service,No,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),80.17349753825894,1380.1598948303867,No,3527.6338916833934
CUST_2169,Female,0,No,Yes,59,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,102.33508609967777,18.8,No,6037.770079880988
CUST_2170,Female,1,No,No,29,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,82.52971543284521,3049.932790457666,No,2393.361747552511
CUST_2171,Male,0,No,No,17,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),50.36422259576166,2688.4718987434176,No,856.1917841279483
CUST_2172,Female,0,No,No,18,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,86.82044151701336,18.8,No,1562.7679473062406
CUST_2173,Male,0,No,No,40,Yes,Yes,No,No internet service,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),92.85748892435402,2030.2451631219164,No,3714.2995569741606
CUST_2174,Female,0,No,No,63,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),81.67156549139763,683.1151837495988,No,5145.3086259580505
CUST_2175,Male,1,Yes,No,45,No,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.81890871019188,18.8,No,3546.8508919586343
CUST_2176,Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,118.55013764061562,1106.7786828564613,Yes,355.65041292184685
CUST_2177,Female,0,Yes,No,3,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),32.06462957220756,2970.584787171879,No,96.19388871662267
CUST_2178,Female,0,No,Yes,38,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),49.7895196695449,18.8,No,1892.0017474427063
CUST_2179,Male,1,No,No,40,No,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,48.07827540765558,526.2196531562431,No,1923.1310163062233
CUST_2180,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,37.58553984944365,3689.604417228961,No,2555.816709762168
CUST_2181,Female,0,No,No,54,Yes,Yes,No,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),118.75,2703.479550052637,No,6412.5
CUST_2182,Male,0,Yes,No,20,Yes,Yes,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.43914773187754,5291.659904942127,Yes,808.7829546375508
CUST_2183,Male,0,Yes,No,15,No,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,76.32542114520123,1699.5742779173574,Yes,1144.8813171780184
CUST_2184,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,No,Mailed check,63.94325176240262,2902.6638326027414,No,319.7162588120131
CUST_2185,Male,1,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,105.68452991945136,18.8,No,4121.696666858603
CUST_2186,Male,0,Yes,No,40,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,97.38539036150894,18.8,No,3895.4156144603576
CUST_2187,Male,1,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),18.25,2947.103991158171,No,127.75
CUST_2188,Female,0,No,No,72,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,26.596755299785336,6393.766573736475,No,1914.9663815845443
CUST_2189,Female,0,No,No,33,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,40.0137570318571,6176.264143838695,No,1320.4539820512841
CUST_2190,Male,0,No,Yes,37,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Two year,No,Electronic check,50.91993009374713,18.8,No,1884.037413468644
CUST_2191,Female,0,No,No,32,Yes,Yes,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),56.77731424750756,5605.790081944286,No,1816.874055920242
CUST_2192,Male,0,No,Yes,43,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),35.11132765572022,18.8,No,1509.7870891959694
CUST_2193,Female,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),64.19572519117528,5021.271569297467,No,4044.330687044043
